,x1,x2,y
0,-0.469119334355649,0.7891878241092183,1
1,0.7459143086393325,-0.17359994512422672,1
2,0.8385598979924107,0.9458305727889049,0
3,0.29250521853645717,0.7294474044253838,0
4,0.8011749975223244,0.8432314298627566,0
5,0.21534893691696122,0.8953753157228912,0
6,-0.5052301820632241,0.7891140371649137,1
7,0.2584935105149502,0.7212233761779885,0
8,-0.7076176012355184,0.5226130102670012,1
9,-0.641515536695777,-0.09605748574393336,0
10,-0.23984144699163035,-0.14429342925497757,0
11,0.15381408101574778,-0.7908578624713598,1
12,-0.4011614922052229,0.9546065875173346,1
13,-0.3976458759943762,-0.7007977432836785,0
14,0.19691033849013295,0.20155713110011075,0
15,0.40291559069220706,0.14504903174063255,0
16,-0.5301595135852804,0.19081492328797522,1
17,-0.7319630982387846,0.1829717575551899,1
18,0.11726257193457235,0.7961363434315898,0
19,0.40360131738261895,-0.9638710322830719,1
20,0.6279311196953219,-0.6564249894901064,1
21,-0.8983900320405647,-0.0828426308049992,0
22,-0.9764679924028603,-0.4242826732116258,0
23,0.5363311669625679,0.641648393069937,0
24,-0.7320306055667538,-0.7238073126288025,0
25,-0.4646400707908882,0.6581717676619594,1
26,-0.6233325290321972,-0.931664488448769,0
27,-0.1946817641947043,-0.25202580694611454,0
28,-0.6761820077167884,0.7960127111264921,1
29,-0.04782622122716673,0.6075225092754242,1
30,-0.6242694787395413,-0.7768660607204458,0
31,0.38289201028682185,-0.33420561738421406,1
32,-0.21615536755723053,0.9830755404877916,1
33,-0.9384629482624587,0.11110409788188802,1
34,-0.18775774177231197,0.9680960525282118,1
35,-0.43318466781768983,0.9717314881188148,1
36,0.8387855036635008,0.07258705870347848,0
37,0.10078178301461449,0.5420644233904457,0
38,0.6379347842521415,0.7210626954318378,0
39,-0.062123192327008914,-0.5470181653931792,0
40,-0.47176458551025147,-0.406331055442676,0
41,0.2320956527659057,0.621987541086777,0
42,0.2649296678008597,-0.4801971238395275,1
43,-0.22138079750602335,0.5868342105356437,1
44,0.10076888544323825,-0.008915248172793433,1
45,-0.12259962678239344,-0.7650026510646222,0
46,0.3407409446845695,-0.008015407898864568,1
47,0.2503917784696461,0.153847883149268,0
48,-0.920887775357498,0.38647140329693586,1
49,0.13207430241192286,-0.7941758457553463,1
50,0.17072165468738332,0.30507489762075646,0
51,0.43140160877874645,0.07952043515544971,0
52,-0.8298087708915316,-0.6769036672307613,0
53,-0.07060223400803656,-0.5420688617391154,0
54,0.7037601761374197,-0.5845976208833454,1
55,-0.8932341498729077,0.1595435427041969,1
56,-0.8619225052587818,-0.8877830943350189,0
57,-0.29048824839553866,-0.3060472134584358,0
58,-0.48064945474193066,-0.3223087594340972,0
59,-0.34617670733339057,-0.7514760175837951,0
60,0.9560353684666627,0.5147281408684505,0
